page_url,date,page_views,page_avg_time,page_bounce_rate
ubuntu.com/engage/robot-operating-system-choice,20210413,1,0:00:54,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210417,1,0:00:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210418,1,0:00:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210425,1,0:00:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210426,1,0:00:00,100.00%
ubuntu.com/engage/robot-operating-system-choice,20210428,1,0:01:41,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210913,1,0:00:04,0.00%
ubuntu.com/engage/robot-operating-system-choice,20210918,1,0:00:05,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211023,1,0:00:10,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211030,1,0:00:00,0.00%
ubuntu.com/engage/robot-operating-system-choice,20211218,1,0:00:05,0.00%
ubuntu.com/engage/ros-support,20210902,1,0:00:31,0.00%
ubuntu.com/engage/ros-support,20210904,1,0:00:02,0.00%
ubuntu.com/engage/ros-support,20210905,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210909,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210921,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210922,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210924,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210926,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210929,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20210930,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211002,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211003,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211004,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211005,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211013,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211020,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211027,1,0:00:33,0.00%
ubuntu.com/engage/ros-support,20211101,1,0:02:42,0.00%
ubuntu.com/engage/ros-support,20211108,1,0:00:04,0.00%
ubuntu.com/engage/ros-support,20211109,1,0:00:08,0.00%
ubuntu.com/engage/ros-support,20211117,1,0:00:07,0.00%
ubuntu.com/engage/ros-support,20211120,1,0:00:00,0.00%
ubuntu.com/engage/ros-support,20211122,1,0:02:11,0.00%
ubuntu.com/engage/ros-support,20211123,1,0:00:00,100.00%
ubuntu.com/engage/ros-support,20211127,1,0:00:04,0.00%
ubuntu.com/engage/ros-support,20211210,1,0:00:00,0.00%
ubuntu.com/engage/ros-support,20211212,1,0:00:00,0.00%
ubuntu.com/engage/ros-support,20211218,1,0:00:00,0.00%
ubuntu.com/engage/ros-support,20211223,1,0:00:30,0.00%
ubuntu.com/engage/ros-support,20211227,1,0:00:06,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210102,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210111,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210122,1,0:22:11,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210128,1,0:15:49,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210225,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210301,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210304,1,0:00:44,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210309,1,0:25:33,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210313,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210315,1,0:02:08,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210317,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210319,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210327,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210330,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210401,1,0:01:15,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210408,1,0:00:20,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210423,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210425,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210501,1,0:01:46,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210506,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210508,1,0:01:04,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210511,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210514,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210519,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210608,1,0:00:02,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210611,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210617,1,0:05:56,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210618,1,0:00:02,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210619,1,0:00:04,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210620,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210623,1,0:00:36,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210703,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210704,1,0:00:09,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210705,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210706,1,0:00:24,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210709,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210711,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210713,1,0:01:15,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210717,1,0:19:09,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210720,1,0:01:57,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210722,1,0:00:28,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210806,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210809,1,0:00:04,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210811,1,0:02:42,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210814,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210817,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210819,1,0:22:52,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210905,1,0:01:03,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210913,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210919,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210920,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210923,1,0:02:06,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210925,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20210927,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211003,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211007,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211009,1,0:00:22,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211010,1,0:04:20,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211013,1,0:05:09,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211015,1,0:01:02,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211017,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211018,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211023,1,0:00:09,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211026,1,0:14:38,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211103,1,0:00:22,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211107,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211111,1,0:00:04,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211122,1,0:00:00,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211123,1,0:00:02,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211129,1,0:00:00,100.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211203,1,0:00:33,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211209,1,0:01:32,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211212,1,0:01:01,0.00%
ubuntu.com/engage/securing-ros-on-robotics-platforms-whitepaper,20211213,1,0:00:00,100.00%
,,"50,410",0:00:56,85.90%
